QUERY,id
" we determined the effect of repeated injections of lipopolysaccharide (lps) on the febrile response of pekin ducks. we gave ducks five injections of lps, spaced 1, 4 or 10 days apart, and recorded their core body temperature with abdominally implanted temperature data loggers",758
" levels of pituitary hormones and gene expression were measured by radioimmunoassays and quantitative taqman(®) real-time reverse transcription polymerase chain reaction, respectively. the present findings revealed that the pituitary mechanisms involved in the effects of eq and flut were different due to the opposite changes in the mrna expression levels of estrogen receptor subtype alpha (erα)-, truncated estrogen receptor product-1 (terp-1)- and -2 (terp-2)-, gonadotropin releasing hormone receptor (gnrh receptor)-, beta-subunit of lh (lhβ)-, and gonadotropin alpha subunit (α-subunit) genes",759
sleep disturbances in major depressive and burnout syndrome: a longitudinal analysis.,760
" in addition the effect of water lifting aerators (wlas) on do improvement was investigated in the lijiahe reservoir in northwest china. a typical s-type do distribution with two anaerobic water layers, below the epilimnion (10⁻25 m water depth) and above the sediment (bottom water), was observed derived from the decomposition of dead algae or organic matter and the restriction of do vertical exchange",761
" two motif sequences (aaagat and ctctt) critical for nodule specific expression were conserved on the 5'-upstream sequence of ljlb1, 2 and 3. the 5'-upstream region of ljnsg1 contained the sequence consensus for nonsym-hb",762
[ultraviolet absorption of vitamin c in aqueous media].,763
a case of envenoming by portuguese man-of-war from the brazilian coast.,764
switched diversity approach for multireceiving optical wireless systems.,765
" efficacy of hpa negative feedback by glucocorticoids was determined by measuring plasma corticosterone in response to acute administration of the synthetic glucocorticoid dexamethasone. this administration decreased plasma corticosterone similarly in urban and desert thrashers, suggesting that the negative feedback of glucocorticoids on the hpa axis in the two populations was equally effective",766
" given that fpf is approximately 84% fiber, the amount of fpf administered to volunteers was equivalent to the amount of pea-derived fiber in the wpf treatment. four weeks of fpf consumption reduced (p=",767
[advances in protective effects of vagal nerve and acetylcholine against ischemia injury to myocardium].,768
" this was a prospective, case-control study of 99 women with unilateral endometrioma. forty-nine women underwent single-port cystectomy and 50 women underwent multiport laparoscopic (mpl) conventional cystectomy",769
manipulation of the avian segmental plate in vivo.,770
[optimizing preoperative autologous blood donation based on a retrospective analysis of homologous blood consumption].,771
 l. jose and s,772
inter-observer reliability of trained physiotherapists on the functional status score for the intensive care unit chilean-spanish version.,773
the 120 kilodalton outer membrane protein (romp b) of rickettsia rickettsii is encoded by an unusually long open reading frame: evidence for protein processing from a large precursor.,774
carcinoma cuniculatum: a rare cause of a gastroesophageal junction mass.,775
food-animal regional anesthesia: bovine blocks: intravenous limb block.,776
concept of a multimetrical space group.,777
"identification of a tumor marker chromosome by flow sorting, dna amplification in vitro, and in situ hybridization of the amplified product.",778
" moreover, gentamicin drastically reduced the cx26 hc-mediated membrane currents in xenopus laevis oocytes. therefore, the extracellular gentamicin-induced inhibition of cx hcs may adversely affect autocrine and paracrine signaling, including the purinergic one, which might partially explain its ototoxic effects",779
liver abnormalities in patients with lichen planus. a retrospective case-control study.,780
"2%, respectively (p < 0.025)",781
83; p less than 0.001),782
"amino acid substitutions in all but the most divergent of cytochromes c have been categorized as being conservative or radical and mapped onto the three-dimensional structure of yeast cytochrome c. color-coded, space-filling representations reveal a large 24 a diameter surface area which is invariant or conservatively substituted on the front left face of the cytochrome c molecule",783
" higher hcv-rna levels at 7 days and 4 months post-lt were sensitive (66% and 84%, respectively) and specific (92% and 63%, respectively) in identifying recipients with an hai greater than 3 at 3 years. higher pre- and early post-lt hcv-rna levels are associated with more severe recurrence of hcv",784
 we conclude that equine pmc degranulation can be repeatably performed in vitro and speculate that this protocol may be useful in further studies on the pathophysiology and treatment of equine allergic lung diseases.,785
 this report provides two game theoretical models of ingested c. albicans cells in macrophages,786
01 microg/ml versus 6.72 microg/ml for neat betulinic acid),787
scenarios for the nonlinear evolution of alpha-particle-induced alfvén wave instability.,788
"14 days), and #6 (t1/2=74.59 days) (p<or=0",789
" two genes in this cluster (cgb1 and cgb2) exhibit nucleotide sequence similarity with the other lhb/cgb genes, but as a result of frameshifting are predicted to encode a completely novel protein. our analysis of these genes from humans and related primates indicates a recent origin in the lineage specific to humans and african great apes",790
 phantom acquisitions with b2b-rmc were sharper than those acquired with navigator gating (b2b-rmc vs. navigator gating: 1,791
" condensation experiments indicated that most so<sub>4</sub><sup>2-</sup> in cpm arose from sulfuric acid mist, rather than from sulfate aerosols. note that only &lt;20% of the sulfuric acid mist belonged to the cpm category, which might help to develop specialized deep purification strategy for so<sub>3</sub>",792
"the acrosome reaction, sperm-zona pellucida binding, sperm-oolemma binding/fusion and subsequent fertilization are known to be influenced by homologous as well as heterologous follicular fluid and zona pellucida protein. in this study, the effect was investigated of different concentrations of solubilized porcine zona pellucida protein on the zona binding potential of human spermatozoa under hemizona assay conditions",793
dicentric chromosome 14;18 plus two additional cnvs in a girl with microform holoprosencephaly and turner stigmata.,794
"acylphosphatase 2 (acyp2) is involved in cell differentiation, energy metabolism and hydrolysis of intracellular ion pump. it has been reported as a negative regulator in leukemia and a positive regulator in colon cancer, respectively",795
" as to this situation, we present an algorithm for noisy image super-resolution which can achieve simultaneously image super-resolution and denoising. and in the training stage of our method, lr example images are noise-free",796
rainwater harvesting--an alternative for securing food production under climate variability.,797
c-reactive protein in aortic valve disease.,798
"[burstein's reaction: its clinical, biochemical and physiopathological interest].",799
[problems in team work in health service from the viewpoint of responsibility].,800
"4%, p less than 0.05), as did 0",801
 coli. transmembrane segments 1 and 2 as well as the n-terminal portion of the large periplasmic loop of the e,802
quantum chemistry ab initio calculation was applied to study the hyperfine structure of binary sodium phosphates. a series of phosphate model clusters were designed to simulate the microstructure of phosphates with different components,803
"nanoparticles in a biological milieu are known to form a sufficiently long-lived and well-organized 'corona' of biomolecules to confer a biological identity to the particle. because this nanoparticle-biomolecule complex interacts with cells and biological barriers, potentially engaging with different biological pathways, it is important to clarify the presentation of functional biomolecular motifs at its interface",804
8+/-6.4 and 79,805
i. separation of the lower femoral epiphysis.,806
the attentional boost effect with semantic information detection tasks.,807
dissecting nematode resistance regions in soybean revealed pleiotropic effect of soybean cyst and reniform nematode resistance genes.,808
arduino-based automation of a dna extraction system.,809
neuraesthenia revisited: icd-10 and dsm-iii-r psychiatric syndromes in chronic fatigue patients and comparison subjects.,810
" after preconditioning of the hptlc silica gel layer with ammonia vapour the plate was developed with methanol-chloroform, 1:9 (v/v). at least 4ó separations were obtained and selectivity for the meat matrix was achieved",811
smooth pursuit and vestibularly induced eye movements interact to maintain the accuracy of eye movements in space (i.e,812
05% and an annual detection rate of 0.2%,813
regulation of cellular immunity prevents helicobacter pylori-induced atherosclerosis.,814
" analysis of allelochemicals by gc/ms/ms indicated that allelopathy was significantly correlated with the levels of measured allelochemicals in the shoots and roots of young wheat seedlings. ryegrass root growth was also negatively correlated with the levels of p-hydroxybenzoic, vanillic, and trans-ferulic acids in root exudates",815
"the presence of agricultural contaminants has been shown to disrupt olfactory-mediated behaviors in aquatic animals. we assessed the effects of atrazine on the ability of reproductively active (form i), male crayfish (orconectes rusticus) to identify and respond to conspecific chemical signals involved in mating",816
" new chemotherapeutic agents, such as taxanes (paclitaxel, docetaxel), topoisomerase inhibitors (topotecan, irinotecan), and novel analogs (gemcitabine, vinorelbine), may offer the promise of improved outcome, but have not yet been tested in phase iii trials. molecular therapeutics, such as gene therapy, drugs that target specific oncogene activation (such as ki-ras inactivation by farnesyl transferase inhibitors), and hypoxic cell toxins (such as tirapazamine), are in clinical trials",817
" second, to supervise relatively shallow layers for learning more discriminated features from different size feature maps, we proposed a feature guided auxiliary learning approach to utilize high-level semantic features to guide the shallow layers learning. last, since human cognitive ability can progressively be improved by learned knowledge, we mimicked such ability by knowledge transfer learning from related tasks",818
 this value is well over 4 orders of magnitude larger than estimates from the literature for the corresponding equilibrium constant for the esterification of phenol by phosphate. the equilibrium constant for esterification of the phenol moiety of n-acetyltyrosine ethyl ester is similar to that for esterification of phenol,819
" the application of biofeedback, as a complementary cost-effective and non-invasive psychophysiological tool is recommended. in terms of esao vocabulary, this technique could be viewed as some kind of artificial ans/cns support",820
" to evaluate the degree of conservation in ncrs among different viruses, we sequenced the ncrs of iavs isolated from different wild bird host groups (ducks, gulls and seabirds). we then extended our study to include ncrs available from the national center for biotechnology information (ncbi) influenza virus database, which allowed us to analyze a wider variety of host species and more ha and na subtypes",821
" the ac-cnts fiber electrodes also demonstrate excellent storage performance under mechanical deformation-for example, 1000 bending-straightening cycles.",822
[association of sperm dna integrity with seminal plasma oxidative stress and its influence on in vitro fertilization in infertile males].,823
" here, we report a case of bladder puc of a 74-year-old male who presented with hematuria. a transurethral biopsy revealed urothelial carcinoma with plasmacytoid appearance",824
" the percentages of penetration into the cerebrospinal fluid were: chloramphenicol, 32%; fosfomycin, 25.7%; ampicillin, 15",825
interaction of cimetidine with the triazolobenzodiazepines alprazolam and triazolam.,826
" establishing a threshold labeling index of 3% served to distinguish invasive from noninvasive adenomas with 97% specificity and 73% sensitivity and was associated with positive and negative predictive values of 96 and 80%, respectively. although invasive pituitary tumors exhibited significantly higher growth fractions than did noninvasive tumors, there were individual exceptions, indicating that in a subpopulation of invasive pituitary tumors, factors other than proliferative activity determine invasive potential",827
 2. lv dysfunction was induced by the intracoronary administration of glass microbeads until left ventricular end diastolic pressure (lvedp) was increased from 5 to 15 mmhg,828
"in this article, the problem of urinary tract infections (utis) after spinal cord injury and disorders is defined, the relationship of bladder management to utis is discussed, and mechanical and medical strategies for uti prevention in spinal cord injury and disorders are described.",829
" lecithin emulsions were stable even after 7 days of storage and wpi emulsions were unstable only at ph values close to the isoelectric point (pi) of proteins. systems containing the mixture of lecithin and wpi showed high kinetic instability at ph 3, which was attributed to the electrostatic interaction between the emulsifiers oppositely charged at this ph value",830
"the relationship between cryoglobulin and severity of liver lesions is debated. no study has focused on the relationship between cryoglobulin, liver steatosis, and fibrosis",831
" the apoptosis preventing activity manifested itself even in extremely diluted media, down to 10% of the standard medium. the activity of l-alanine in the protection of cells starving in 20% medium was shown also in semicontinuous culture",832
" addition of a large excess of the soluble mab subsequent to stimulation with the beads causes a marked reduction in the response of the bead-conjugated cells, but only limited disruption of the conjugates. free (nonconjugated) cells, sampled simultaneously in this mixture, respond to the soluble mab with a transient ca2+ increase that declines with the same kinetics as the bead-conjugated cells after addition of the soluble mab",833
blood-brain barrier leakage during early epileptogenesis is associated with rapid remodeling of the neurovascular unit.,834
plha who smoke have twice the never-smoker mortality rate and have an increased risk of developing non-aids diseases. the prevalence of tobacco smoking is higher among plha than in the general population,835
5 hz). these perturbations were produced from an omnidirectional platform called isiskate,836
dietary bovine lactoferrin increases intestinal cell proliferation in neonatal piglets.,837
origins of specificity in the binding of small molecules to dihydrofolate reductase.,838
" furthermore, the calculated (simultaneous) effects of two, three, or four molecules are increasingly less than the sum of the individual (additive) effects with an increase in the number and acidity of the small molecules bound or the dielectric constant of the solvent. regardless of these trends, our calculations reveal that additional hydrogen-bonding interactions will have a significant effect on nucleobase acidity in a variety of environments, where the exact magnitude of the effect depends on the properties of the small molecule bound, the nucleobase binding site, and the solvent",839
revaccination of healthy nonresponders with hepatitis b vaccine and prediction of seroprotection response.,840
" these were compared with blood pressures at 26-28 weeks gestation and in the late third trimester. a statistically significant correlation exists overall between (1) blood pressure at 26-28 weeks gestation and both fasting insulin and insulin-glucose ratios, as well as (2) systolic blood pressure at term and fasting insulin levels",841
" this activity was found in medium conditioned for 24 to 48 h, but was not present in medium conditioned for longer time intervals. bm cells from pge2-treated mice incubated over a concentration range of 0",842
" additionally, the effect on estradiol secretion, gene and protein expression of aromatase (cyp19a1) was investigated.",843
" examples of this are the wearing of glasses of varying positive power and light transmittance, or the study of case histories, paintings and photographic simulations. among the latter are a woman who painted what she 'saw' with her removed eye, an anophthalmic man who painted from memory, and the painting of a protanopic artist who chose colours by reading the labels on the paint tubes",844
micromethod for estimating adenosine deaminase activity in dried blood spots on filter paper.,845
" fourteen male german holstein calves received either c of milkings 1, 3, and 5 (d 1, 2, and 3 in milk) or respective formulas (f) twice daily from d 1 to d 3 after birth. nutrient content, and especially lactose content, of c and respective f were the same",846
" dose-response analyses using the mek inhibitor pd98059 showed that the tcr-stimulated production of all cytokines measured was affected by this treatment. however, the production of il-3 and il-4 was only partially dependent upon erk activation, whereas il-5, il-10, ifn-gamma and gm-csf production was severely affected by diminished erk activation",847
the preferential 5-ht( 2)/5-ht(1c) receptor agonist doi (0.1-4 mg/kg s,848
acrolein exposure from electronic cigarettes.,849
 liraglutide is effective for reducing hemoglobin a1c levels by 0.8% to 1,850
"the association between high-risk genotypes of human papillomavirus (hr-hpv) and cervical cancer is well established. as hr-hpv testing is rapidly becoming a part of routine cervical cancer screening, either in conjunction with cytology or as primary testing, the management of hr-hpv-positive women has to be tailored in a way that increases the detection of cervical abnormalities while decreasing unnecessary colposcopic biopsies or other invasive procedures",851
"the reliability of response to treatment is an important component of erectile dysfunction (ed) treatment. this study examined the reliability of tadalafil once daily (that is, successful attempts/total attempts) following initial successful intercourse",852
" one patient has required a cystectomy and is currently free of disease, and 1 patient has had recurrence of his cancer and metastatic carcinoma has developed; 5 are free of disease and have maintained their usual state of bladder function. iridium implantation maintains bladder function and is effective therapy for selected individuals with localized, muscle-invading bladder cancer",853
" when it comes to the design of communal environments, the color design of various areas will have variable degrees of influence on the psychological space and perspective of individuals. therefore, the purpose of this paper is to investigate the application value of color psychology in the design of community health environments using color psychology as a scientific foundation",854
" ultimately, at some point, the role of the released counterions will be comparable or even larger in highly charged concentrated colloids than that of added salts. these topics are covered in the present contribution",855
" a collaborative learning group (clg) comprising stakeholders involved in implementing the smhp including policymakers, programme managers and researchers from emr countries was established. participants in the clg applied the theory of change (toc) methodology to identify sets of preconditions, assumptions and hypothesized pathways for improving the mental health outcomes of school-aged children in public schools through implementation of the smhp",856
" albicans and s. mutans cells were killed by irradiation, and there was no notable difference in biofilm thickness immediately after irradiation and after irradiation and incubation for 12&#160;h",857
efficient mhc class i-peptide binding is required but does not ensure mhc class i-restricted immunogenicity.,858
 we confirmed that primary mouse cortical neurons express all of the s1p receptor subtypes and fty720-p directly affects the neurons. treatment with fty720-p enhanced the expression of brain-derived neurotrophic factor (bdnf) in neurons,859
"studies of remission from drug dependence have most often been based on treatment samples, with limited generalizability to persons who may benefit from but never seek substance abuse treatment. little is known about remission patterns among drug users in the community",860
cancer is caused by the destruction or mutation of cellular genetic materials induced by environmental or genetic factors. it is defined by uncontrolled cell proliferation and abnormality of the apoptotic pathways,861
review: lung ultrasonography had varied sensitivity and specificity for diagnosing pneumonia in adults.,862
9% and 18.3% of the total effect of unav on sbp),863
10 or 0.14% f) mixed with saliva did not inhibit tsp or hoscn/oscn- generation,864
"isoflurane inhalation can cause nerve damage, and mir-191 is abnormally expressed in nerve crush injuries. this study aimed to explore the effect of mir-191 on isoflurane-induced cognition impairment and neurotoxicity in vivo and in vitro, as well as its potential mechanism",865
 il-17a may be a therapeutic target for the treatment of acute <i>p. aeruginosa</i> lung infections in the clinic,866
" chem. 266, 6447-6455]",867
 anti-bsa antibodies were assessed in the saliva and serum. patterns of reactivity of the lymph nodes did not correlate with the presence or absence of salivary and serum antibodies,868
[unusual muscle variant in the differential diagnosis of a soft tissue tumor].,869
 &#9313;univariate analysis showed that patients with grade &#8546;-&#8547; acute graft-versus-host disease (agvhd) or hematopoietic cell transplantation comorbidity index (hct-ci) &#8805;2 points or patients in very high-risk group of the revised international prognostic scoring system (ipss-r) had significantly decreased os[ (42.9&#177;13,870
unbiased group-level statistical assessment of independent component maps by means of automated retrospective matching.,871
introducing proton track-end objectives in intensity modulated proton therapy optimization to reduce linear energy transfer and relative biological effectiveness in critical structures.,872
 the concentration distributions of the liquid core and liquid cladding solutions in the llw system were predicted by computational fluid dynamics (cfd) to validate the characteristics of the waveguide. the broadening of the region of the fluorescence of rhodamine b excited by the guided light and the increase in the critical angle of the guided light with the increase in the contact time of the core and the cladding solutions were well explained by cfd calculations,873
" a role strain instrument developed by the investigators was administered through mail questionnaires to 367 randomly selected male rns in oregon. as a group, these men: (a) experienced only mild role strain in contacts with community members, co-workers, and patients; (b) received support on their career choices from their families; and (c) considered inadequate pay a major source of strain in their work",874
"effects of pulling forces, osmotic pressure, condensing agents and viscosity on the thermodynamics and kinetics of dna ejection from bacteriophages to bacterial cells: a computational study.",875
" for all three subclasses of the pkc family, mutations of the predicted activation loop phosphorylation sites resulted in dominant negative properties. these properties were not restricted to the cognate pkc isotypes, but were effective across the different subclasses",876
6 ppm + nicarbazin 39.6 ppm; and 11) narasin 74,877
"forward genetic screens are efficient tools for the dissection of complex biological processes, such as fungal pathogenicity. a transposon tagging system was developed in the vascular wilt fungus fusarium oxysporum f",878
 neurologic examination disclosed bilateral hypesthesia extending downward over the chest from the t8 level. no motor weakness was evident,879
"data were analyzed from case-reports of 80 patients undergoing resection graft procedures for benign mandibular tumors, and operated upon and followed up in the stomatology and maxillo-facial surgical unit, hospital salpêtrière, paris from 1970 to 1984. in 27 cases surgery was by first intention; in the others it followed one or several previous operations, their multiplicity sensibly affecting the decision to operate and the development of postoperative suppurations",880
present long-term outcomes in primary cervical cancer treated with external beam and high dose rate interstitial brachytherapy.,881
 the data support an association between environmental tobacco smoke and canine nasal cancer.,882
"the motion aftereffect demonstrates the existence of direction-selective mechanisms in the visual system. however, direction-selective cells exist within many visual areas, including v1 and mt/v5",883
[jean-jacques dubarry (1906-1997)].,884
"subplate neurons and cajal-retzius cells play an important role in the corticogenesis. despite morphological evidence, the question whether subplate neurons innervate cajal-retzius cells has not been studied yet",885
alzheimer's disease beyond amyloid: can the repetitive failures of amyloid-targeted therapeutics inform future approaches to dementia drug discovery?,886
" transcription analysis of infected mosquito cells silenced for dido1 revealed alterations of the imd and toll pathways, part of the antiviral response in mosquitoes. the results suggest that dido1 is a host factor involved in modulation of the antiviral response and necessary for flavivirus replication",887
long-term results of treatment of advanced dermatofibrosarcoma protuberans (dfsp) with imatinib mesylate - the impact of fibrosarcomatous transformation.,888
volatile codes: correlation of olfactory signals and reception in drosophila-yeast chemical communication.,889
"abstract interest in ventral and dorsal streams is not limited to vision, and the functionality of similar pathways in other domains has also been considered. auditory dual pathway models share many conceptual and empirical concerns with those put forward for vision, including the absolute vs",890
preparation of porous hydroxyapatite scaffolds by combination of the gel-casting and polymer sponge methods.,891
" consequently, the data generated with such approaches reflect the global rna expression or protein amount recovered from all cells in culture. this is justified when all host cells harbor an equal amount of pathogens under experimental conditions",892
 in 100 successive cases the ejection fraction obtained automatically was compared to the manual result. the regression equation yielded the relation: automatic method (%) = 1,893
" in addition, a bare capillary and a silica hydride based capillary (sih-mes), which bore a monolayered mes phase on it, were used to compared with the bma-mes capillary. besides optimizing the capillary electrochromatographic (cec) conditions for each group of analytes, which were a mixture of nucleosides and thymine, flavonoids, and phenolic acids,comparison of the separation selectivity among analytes between the bma-mes and sih-mes capillaries was done according to the velocity and retention factors obtained from the cec data",894
0% compared to 1.2 to 1,895
cap-assisted colonoscopy (cac) uses a small plastic transparent cap attached to the tip of the colonoscope that can depress and flatten colonic folds and thus improve visualisation of their proximal aspects. the aim of this study was to compare cac with standard colonoscopy (sc; high-definition white light) for adenoma detection rates,896
" the moisture compensation-point of net photosynthesis is also decisively determined by temperature (for 0&#176;c at 20% water content; for 25&#176;c at 15%), and the water content that allows maximum rates of co<sub>2</sub> uptake (for 0&#176;c at 80%; for 25&#176;c at less than 40% water content). an electrical analogue of co<sub>2</sub> exchange in a lichen thallus is presented, and it is suggested that the experimental results may be interpreted in terms of temperature-dependent co<sub>2</sub> diffusion resistances in imbibed lichen thalli",897
"ph is a risk factor for gl after htx. however, traditional parameters are not reliable predictors of risk in children",898
differential binding of acapsulate and encapsulated strains of cryptococcus neoformans to human neutrophils.,899
" comparisons of the unemployed men and apprentices on other measures indicated that they did not differ in physical health nor in the value they attached to work. the unemployed, however, were older on average, less well educated and had experienced a poorer quality of parental upbringing than the apprentices",900
 the radiographic hallmark is the presence of hyperintense t2 intramedullary signal change after a decompressive procedure without other pathologic changes. we present an additional case of this complication and review the literature,901
striatal adenosine levels measured 'in vivo' by microdialysis in rats with unilateral dopamine denervation.,902
" this note examines historical trends in health care financing and analyzes the medicare reimbursement system, with emphasis on pps and its impact on hospital revenues. the note suggests that hospitals, due to the effects of pps, will be forced to reduce their levels of financial leverage and will have to look for corporate financial alternatives",903
pancreatic digestive function after subtotal gastrectomy--evaluation by an indirect method.,904
"in multiple sclerosis, magnetic resonance imaging (mri) new silent lesions contribute to the diagnostic criteria, have prognostic value, and are used in treatment monitoring; but in aquaporin-4 antibody neuromyelitis optica spectrum disorder (aqp4-nmosd), they are rare between attacks. their frequency and their association with relapses in adults with myelin oligodendrocyte glycoprotein antibody disease (mogad) are still unclear",905
"open-shell reference version of the symmetry-adapted cluster (sac) and sac-configuration-interaction (ci) methods, termed open-shell reference (or)-sac and or-sac-ci methods, are developed and applied to inner-shell ionizations of ch4, nh3, h2o, and hf. the inner-shell ionization potentials and spectra calculated by the or-sac and or-sac-ci methods are in excellent agreement with the experimental data",906
"the vibrational dynamics of pure and methylammonium-doped formamidinium lead iodide perovskites (fapbi<sub>3</sub>) has been investigated by high-resolution neutron spectroscopy. for the first time, we provide an exhaustive and accurate analysis of the cation vibrations and underlying local structure around the organic moiety in these materials using first-principles electronic-structure calculations validated by the neutron data",907
" leuconostoc mesenteroides and lactobacillus curvatus strains generally showed high aminopeptidase, x-prolyl dipeptidyl aminopeptidase, beta-glucosidase and phytase activities, while the enzymatic activities of lactobacillus plantarum, lactobacillus pentosus and weissella cibaria varied between strains. in order to classify the strains on the basis of similar enzymatic profiles, a hierarchical cluster analysis was carried out",908
" the median dose intensity (di) of weekly txt (20.63 mg/m2/week) was similar to that of standard txt, and the median relative dose intensity (rdi) of weekly txt was 0",909
" analysis of the expression of atp-binding cassette (abc) efflux pumps demonstrates the ability of the m2 agonist to downregulate their expression and that this negative modulation may be dependent on n-myc decreased expression induced by the m2 agonist. our data demonstrate that the combined effect of low doses of conventional drugs and the m2 agonist may represent a new promising therapeutic approach in neuroblastoma treatment, in light of its significant impact on drug resistance and the possible reduction in the side effects caused by high doses of chemotherapy drugs",910
" it was observed that in the gac/ps combined system ao7 was not only a good decolorization as well as a good mineralization. the ao7 decolorization ratio, the removal efficiency of the naphthalene ring and the removal of toc were 80%, 50% and 48%, respectively, at ps/ao7 molar ratio of 100: 1, gac dosage of 1",911
single molecule tracking of ace1p in saccharomyces cerevisiae defines a characteristic residence time for non-specific interactions of transcription factors with chromatin.,912
using focus group sessions before decisions are made.,913
"cocaine modulates serum levels of progesterone in intact female and male rats, as well as in pregnant dams, and progesterone decreases or attenuates cocaine-induced behavioral and reward responses. it has been postulated that cocaine's modulation of serum progesterone levels may in turn alter progesterone receptor activity, thereby contributing to cocaine-induced alterations of neuronal functions and genomic regulations",914
indications for hospitalization of patients with hyperkalemia.,915
" the dopamine concentration in the cerebral cortex increased five days after, and the norepinephrine concentration in the diencephalon increased 24 h after the last administration of ccl4. these data suggest that catecholaminergic neurons in the brain may be substantially affected by liver injury",916
", incomplete lineage sorting (ils), horizontal gene transfer, etc.), the extent of this incongruence is rarely quantified and discussed",917
piperacillin binding to proteins can but does not always induce a hypersensitivity reaction.,918
changes in intact parathyroid hormone levels during hemodialysis following exposure to either differing dialyzate calcium concentrations or calcium-free dialysis with varying calcium infusion rates.,919
"covid-19 is a new global pandemic and people with hiv may be particularly vulnerable. gender identity is not reported, therefore data are absent on the impact of covid-19 on transgender people, including transgender people with hiv",920
" the exposure to 2 mm of both 4c2na and/or 2c4na produced a marked depletion of the intracellular pool of gsh after 3 hours (13 mm/10(6) and 10 mm/10(6) cells, respectively; p less than 0.01)",921
neurohormonal activation in congestive heart failure and the role of vasopressin.,922
hydrogels for 3d embedded bioprinting: a focused review on bioinks and support baths.,923
working with women experiencing mid-trimester termination of pregnancy: the integration of nursing and feminist knowledge in the gynaecological setting.,924
combined utility of 25 disease and risk factor polygenic risk scores for stratifying risk of all-cause mortality.,925
"atherosclerosis progression, which may lead to significant stenosis, is usually the consequence of a growth response of the plaque (lipid core, fibrosis, thrombus incorporation). the impact of plaque growth on lumen size is, however, dependent upon arterial remodelling",926
defective internal allosteric network imparts dysfunctional atp/substrate-binding cooperativity in oncogenic chimera of protein kinase a.,927
"an enzyme-linked immunosorbent assay (elisa) was developed that could measure titres of human igg antibodies to five different venoms (honeybee, yellow jacket, yellow hornet, white-faced hornet, and wasp), and to honeybee phospholipase a. changes in specific igg anti-venom titres were measured in twenty patients that had systemic anaphylactic reactions to insect stings, and ten non-allergic controls",928
"ballast water is one of the most important vectors for the transport of non-native species to new aquatic environments. due to the development of new ballast water quality standards for viruses, this study aimed to determine the taxonomic diversity and composition of viral communities (viromes) in ballast and harbor waters using metagenomics approaches",929
" similarly, adrenalectomy downregulated the expression of rhythmic (pparα, hlf, pgc1α) and arrhythmic (hnf1β, hnf4α) transcription factors, which are known to regulate the expression of transporters. we conclude that endogenous corticosteroids have a profound effect on the expression of intestinal slc and abc transporters and their nuclear transcription factors",930
" 53.8, <i>p</i> &amp;lt; 0",931
case image: cardiac metastasis of cervical cancer.,932
a supramolecular palladium catalyst displaying substrate selectivity by remote control.,933
" unlike the pag, the dpme contained many sws/ps-on neurons, which discharge selectively at high rates during sws and ps, but show a decrease in discharge rate at the transition from sws to ps. analysis of discharge profiles and trends in spike activity at the state transitions strongly suggests that pag and dpme neurons play an important role in the w-sws, sws-ps and/or ps-w switches",934
 the k-wires performed superiorly to c-wires with respect to bone penetration. the k-wires demonstrated about twice as much holding power as the c-wires,935
advice to authors for avoiding flaws in preparation of original research manuscripts.,936
effect of a visual motor program on school achievement: a longitudinal study.,937
m.f,938
" in the present study, 226 participants (71 men) completed online versions of the parental bonding instrument (parker et al. <i>british journal of medical psychology, 52,</i> 1-10 1979), empathy quotient (baron-cohen and wheelwright <i>journal of autism and developmental disorders, 34,</i> 163-175 2004), and interpersonal reactivity index (davis <i>jsas catalog of selected documents in psychology, 10,</i> 85 1980)",939
"001) or thatch-roofed house (p<0.0001), having a previous cd test (p=0",940
hair restoration may be fine-tuned with the following techniques: (1) using intradermal sutures to close the occipital donor area and (2) using the retroauricular ellipse in a face lift procedure as a donor area for hair restoration. these methods are demonstrated by the author,941
modification of proteins with polyubiquitin chains is a key regulatory mechanism to control cellular behavior and alterations in the ubiquitin system are linked to many diseases. linear (m1-linked) polyubiquitin chains play pivotal roles in several cellular signaling pathways mediating immune and inflammatory responses and apoptotic cell death,942
 our data indicate that sam modulates the expression of inflammatory genes in association with changes in specific gene promoter dna methylation.,943
" with a view to study the evolution of inter and intramolecular hydrogen bonding at shorter length scales, <i>in situ</i> high pressure raman spectroscopic measurements, angle dispersive x-ray diffraction experiments, and density functional theory (dft) based first principle calculations have been carried out on crystalline salicylic acid. subtle structural modifications are noted across &#8764;1 gpa leading to structural phase transition to a new crystalline phase above 7 gpa which is reversible",944
"1 percent (p < 0.01), after the addition of diltiazem",945
previous studies examining removal of endotracheal tubes and supraglottic devices under deep anesthesia were underpowered to identify rare complications. this study sought to report all adverse events associated with this practice found in a large national database of pediatric anesthesia adverse events,946
" in this report, we present a catheter-related recurrent intracardiac thrombosis in a boy with non-hodgkin's lymphoma and factor v leiden mutation. screening for factor v leiden mutation in children with cancer and recurrent thrombotic events is recommended",947
" metrics namely classification accuracy, sensitivity, specificity, and execution time are computed to analyze the performance of the proposed work. the results show that the proposed h-msvm with elm kernel is efficient in terms of better classification accuracy at a lesser execution time when compared to ann, various multi-class svms, and other research works which use the same clinical dataset",948
 in human small pulmonary arteries l-nmma (100 microm) pretreatment similarly inhibited the acetylcholine-induced relaxation but had no effect on the sodium nitroprusside-induced relaxation. 4,949
